CO_FIP,time,total_precipitation_m,latitude_precip,longitude_precip,temperature_K,latitude_temp,longitude_temp
17023,2009-12-31 18:00:00,0.00134927034378045,39.4,-87.875,,,
17023,2010-01-01 00:00:00,,,,269.0286865234375,39.4,-87.875
17023,2010-01-31 18:00:00,0.00160465831868345,39.4,-87.875,,,
17023,2010-02-01 00:00:00,,,,270.0894775390625,39.4,-87.875
17023,2010-02-28 18:00:00,0.0028656064532697,39.4,-87.875,,,
17023,2010-03-01 00:00:00,,,,280.831787109375,39.4,-87.875
17023,2010-03-31 18:00:00,0.0026811358984559002,39.4,-87.875,,,
17023,2010-04-01 00:00:00,,,,289.1580810546875,39.4,-87.875
17023,2010-04-30 18:00:00,0.0044115185737609,39.4,-87.875,,,
17023,2010-05-01 00:00:00,,,,292.5521240234375,39.4,-87.875
17023,2010-05-31 18:00:00,0.0043292760383337,39.4,-87.875,,,
17023,2010-06-01 00:00:00,,,,298.3546142578125,39.4,-87.875
17023,2010-06-30 18:00:00,0.00316581712104375,39.4,-87.875,,,
17023,2010-07-01 00:00:00,,,,299.53369140625,39.4,-87.875
17023,2010-07-31 18:00:00,0.0010425327345728501,39.4,-87.875,,,
17023,2010-08-01 00:00:00,,,,299.63525390625,39.4,-87.875
17023,2010-08-31 18:00:00,0.00178129645064465,39.4,-87.875,,,
17023,2010-09-01 00:00:00,,,,294.63836669921875,39.4,-87.875
17023,2010-09-30 18:00:00,0.0011920868419109999,39.4,-87.875,,,
17023,2010-10-01 00:00:00,,,,288.2752685546875,39.4,-87.875
17023,2010-10-31 18:00:00,0.00488948798738415,39.4,-87.875,,,
17023,2010-11-01 00:00:00,,,,280.59173583984375,39.4,-87.875
17023,2010-11-30 18:00:00,0.0016632080078125,39.4,-87.875,,,
17023,2010-12-01 00:00:00,,,,270.3568115234375,39.4,-87.875
17023,2010-12-31 18:00:00,0.001424795249477,39.4,-87.875,,,
17023,2011-01-01 00:00:00,,,,269.958740234375,39.4,-87.875
17023,2011-01-31 18:00:00,0.00404323334805665,39.4,-87.875,,,
17023,2011-02-01 00:00:00,,,,274.7349853515625,39.4,-87.875
17023,2011-02-28 18:00:00,0.00245207548141475,39.4,-87.875,,,
17023,2011-03-01 00:00:00,,,,280.2325439453125,39.4,-87.875
17023,2011-03-31 18:00:00,0.00910134310834105,39.4,-87.875,,,
17023,2011-04-01 00:00:00,,,,287.029541015625,39.4,-87.875
17023,2011-04-30 18:00:00,0.00414791097864505,39.4,-87.875,,,
17023,2011-05-01 00:00:00,,,,291.0257568359375,39.4,-87.875
17023,2011-05-31 18:00:00,0.0048488138709216495,39.4,-87.875,,,
17023,2011-06-01 00:00:00,,,,296.958984375,39.4,-87.875
17023,2011-06-30 18:00:00,0.0017450449522584,39.4,-87.875,,,
17023,2011-07-01 00:00:00,,,,300.751220703125,39.4,-87.875
17023,2011-07-31 18:00:00,0.00167618971318005,39.4,-87.875,,,
17023,2011-08-01 00:00:00,,,,297.9757080078125,39.4,-87.875
17023,2011-08-31 18:00:00,0.0034494397696107,39.4,-87.875,,,
17023,2011-09-01 00:00:00,,,,291.97149658203125,39.4,-87.875
17023,2011-09-30 18:00:00,0.0025516508612781503,39.4,-87.875,,,
17023,2011-10-01 00:00:00,,,,286.6046142578125,39.4,-87.875
17023,2011-10-31 18:00:00,0.0065019249450415,39.4,-87.875,,,
17023,2011-11-01 00:00:00,,,,282.397705078125,39.4,-87.875
17023,2011-11-30 18:00:00,0.0031430840026586996,39.4,-87.875,,,
17023,2011-12-01 00:00:00,,,,276.71246337890625,39.4,-87.875
17023,2011-12-31 18:00:00,0.0030494688544421998,39.4,-87.875,,,
17023,2012-01-01 00:00:00,,,,274.53271484375,39.4,-87.875
17023,2012-01-31 18:00:00,0.00193348224274805,39.4,-87.875,,,
17023,2012-02-01 00:00:00,,,,276.6353759765625,39.4,-87.875
17023,2012-02-29 18:00:00,0.0018291412852704,39.4,-87.875,,,
17023,2012-03-01 00:00:00,,,,287.169921875,39.4,-87.875
17023,2012-03-31 18:00:00,0.0037831901572644502,39.4,-87.875,,,
17023,2012-04-01 00:00:00,,,,286.7811279296875,39.4,-87.875
17023,2012-04-30 18:00:00,0.00231286860071115,39.4,-87.875,,,
17023,2012-05-01 00:00:00,,,,294.587890625,39.4,-87.875
17023,2012-05-31 18:00:00,0.00022542476654044999,39.4,-87.875,,,
17023,2012-06-01 00:00:00,,,,296.983642578125,39.4,-87.875
17023,2012-06-30 18:00:00,0.000786411575973,39.4,-87.875,,,
17023,2012-07-01 00:00:00,,,,301.7373046875,39.4,-87.875
17023,2012-07-31 18:00:00,0.003166782669723,39.4,-87.875,,,
17023,2012-08-01 00:00:00,,,,296.69281005859375,39.4,-87.875
17023,2012-08-31 18:00:00,0.0055188774131238,39.4,-87.875,,,
17023,2012-09-01 00:00:00,,,,291.96185302734375,39.4,-87.875
17023,2012-09-30 18:00:00,0.0028095243033021498,39.4,-87.875,,,
17023,2012-10-01 00:00:00,,,,285.27252197265625,39.4,-87.875
17023,2012-10-31 18:00:00,0.0009143827483057,39.4,-87.875,,,
17023,2012-11-01 00:00:00,,,,278.86041259765625,39.4,-87.875
17023,2012-11-30 18:00:00,0.0029080212116241,39.4,-87.875,,,
17023,2012-12-01 00:00:00,,,,277.206298828125,39.4,-87.875
17023,2012-12-31 18:00:00,0.00397740583866825,39.4,-87.875,,,
17023,2013-01-01 00:00:00,,,,272.8065185546875,39.4,-87.875
17023,2013-01-31 18:00:00,0.0025892315898090002,39.4,-87.875,,,
17023,2013-02-01 00:00:00,,,,273.4024658203125,39.4,-87.875
17023,2013-02-28 18:00:00,0.00224207621067755,39.4,-87.875,,,
17023,2013-03-01 00:00:00,,,,275.825439453125,39.4,-87.875
17023,2013-03-31 18:00:00,0.0050397515296936,39.4,-87.875,,,
17023,2013-04-01 00:00:00,,,,285.109375,39.4,-87.875
17023,2013-04-30 18:00:00,0.004183566430583549,39.4,-87.875,,,
17023,2013-05-01 00:00:00,,,,292.131103515625,39.4,-87.875
17023,2013-05-31 18:00:00,0.00401802058331665,39.4,-87.875,,,
17023,2013-06-01 00:00:00,,,,295.70672607421875,39.4,-87.875
17023,2013-06-30 18:00:00,0.00269812345504755,39.4,-87.875,,,
17023,2013-07-01 00:00:00,,,,296.53350830078125,39.4,-87.875
17023,2013-07-31 18:00:00,0.0010188340966124,39.4,-87.875,,,
17023,2013-08-01 00:00:00,,,,296.1796569824219,39.4,-87.875
17023,2013-08-31 18:00:00,0.0007757365237921,39.4,-87.875,,,
17023,2013-09-01 00:00:00,,,,293.9208984375,39.4,-87.875
17023,2013-09-30 18:00:00,0.00348644843325015,39.4,-87.875,,,
17023,2013-10-01 00:00:00,,,,286.12188720703125,39.4,-87.875
17023,2013-10-31 18:00:00,0.0022195696365088,39.4,-87.875,,,
17023,2013-11-01 00:00:00,,,,277.70428466796875,39.4,-87.875
17023,2013-11-30 18:00:00,0.0037148951087146503,39.4,-87.875,,,
17023,2013-12-01 00:00:00,,,,272.1470947265625,39.4,-87.875
17023,2013-12-31 18:00:00,0.0021202086936682003,39.4,-87.875,,,
17023,2014-01-01 00:00:00,,,,267.9578857421875,39.4,-87.875
17023,2014-01-31 18:00:00,0.0026870905421674,39.4,-87.875,,,
17023,2014-02-01 00:00:00,,,,268.393798828125,39.4,-87.875
17023,2014-02-28 18:00:00,0.0018819808028637999,39.4,-87.875,,,
17023,2014-03-01 00:00:00,,,,276.1070556640625,39.4,-87.875
17023,2014-03-31 18:00:00,0.0050688027404248,39.4,-87.875,,,
17023,2014-04-01 00:00:00,,,,285.9599609375,39.4,-87.875
17023,2014-04-30 18:00:00,0.0039917051326483,39.4,-87.875,,,
17023,2014-05-01 00:00:00,,,,291.6279296875,39.4,-87.875
17023,2014-05-31 18:00:00,0.004461514763534,39.4,-87.875,,,
17023,2014-06-01 00:00:00,,,,296.499755859375,39.4,-87.875
17023,2014-06-30 18:00:00,0.00238645076751705,39.4,-87.875,,,
17023,2014-07-01 00:00:00,,,,294.63677978515625,39.4,-87.875
17023,2014-07-31 18:00:00,0.00292090163566165,39.4,-87.875,,,
17023,2014-08-01 00:00:00,,,,296.1524658203125,39.4,-87.875
17023,2014-08-31 18:00:00,0.00323698506690555,39.4,-87.875,,,
17023,2014-09-01 00:00:00,,,,291.43377685546875,39.4,-87.875
17023,2014-09-30 18:00:00,0.0046560287009924,39.4,-87.875,,,
17023,2014-10-01 00:00:00,,,,286.2158203125,39.4,-87.875
17023,2014-10-31 18:00:00,0.00207377667538815,39.4,-87.875,,,
17023,2014-11-01 00:00:00,,,,276.05157470703125,39.4,-87.875
17023,2014-11-30 18:00:00,0.0024301528465002498,39.4,-87.875,,,
17023,2014-12-01 00:00:00,,,,274.9644775390625,39.4,-87.875
17023,2014-12-31 18:00:00,0.00181102752685545,39.4,-87.875,,,
17023,2015-01-01 00:00:00,,,,271.3043212890625,39.4,-87.875
17023,2015-01-31 18:00:00,0.0015902519226073499,39.4,-87.875,,,
17023,2015-02-01 00:00:00,,,,268.18798828125,39.4,-87.875
17023,2015-02-28 18:00:00,0.00366058340296145,39.4,-87.875,,,
17023,2015-03-01 00:00:00,,,,278.022705078125,39.4,-87.875
17023,2015-03-31 18:00:00,0.0038715242408215497,39.4,-87.875,,,
17023,2015-04-01 00:00:00,,,,286.6927490234375,39.4,-87.875
17023,2015-04-30 18:00:00,0.0027450441848486,39.4,-87.875,,,
17023,2015-05-01 00:00:00,,,,292.76220703125,39.4,-87.875
17023,2015-05-31 18:00:00,0.0070701239164918505,39.4,-87.875,,,
17023,2015-06-01 00:00:00,,,,296.5550537109375,39.4,-87.875
17023,2015-06-30 18:00:00,0.00474967947229735,39.4,-87.875,,,
17023,2015-07-01 00:00:00,,,,297.534912109375,39.4,-87.875
17023,2015-07-31 18:00:00,0.0018844723235815,39.4,-87.875,,,
17023,2015-08-01 00:00:00,,,,295.93475341796875,39.4,-87.875
17023,2015-08-31 18:00:00,0.0016229688189923499,39.4,-87.875,,,
17023,2015-09-01 00:00:00,,,,294.6859130859375,39.4,-87.875
17023,2015-09-30 18:00:00,0.0013677536044269,39.4,-87.875,,,
17023,2015-10-01 00:00:00,,,,287.70648193359375,39.4,-87.875
17023,2015-10-31 18:00:00,0.00492287869565185,39.4,-87.875,,,
17023,2015-11-01 00:00:00,,,,282.22100830078125,39.4,-87.875
17023,2015-11-30 18:00:00,0.00571784749627105,39.4,-87.875,,,
17023,2015-12-01 00:00:00,,,,279.4625244140625,39.4,-87.875
17023,2015-12-31 18:00:00,0.00104217510670415,39.4,-87.875,,,
17023,2016-01-01 00:00:00,,,,272.107666015625,39.4,-87.875
17023,2016-01-31 18:00:00,0.0023439526557922,39.4,-87.875,,,
17023,2016-02-01 00:00:00,,,,275.05712890625,39.4,-87.875
17023,2016-02-29 18:00:00,0.00406951899640255,39.4,-87.875,,,
17023,2016-03-01 00:00:00,,,,282.9169921875,39.4,-87.875
17023,2016-03-31 18:00:00,0.0054496764205396,39.4,-87.875,,,
17023,2016-04-01 00:00:00,,,,286.0555419921875,39.4,-87.875
17023,2016-04-30 18:00:00,0.00341436848975715,39.4,-87.875,,,
17023,2016-05-01 00:00:00,,,,290.456787109375,39.4,-87.875
17023,2016-05-31 18:00:00,0.00205078721046445,39.4,-87.875,,,
17023,2016-06-01 00:00:00,,,,297.6463623046875,39.4,-87.875
17023,2016-06-30 18:00:00,0.007242739200591999,39.4,-87.875,,,
17023,2016-07-01 00:00:00,,,,297.65771484375,39.4,-87.875
17023,2016-07-31 18:00:00,0.0043062567710876,39.4,-87.875,,,
17023,2016-08-01 00:00:00,,,,297.95391845703125,39.4,-87.875
17023,2016-08-31 18:00:00,0.00310386414639645,39.4,-87.875,,,
17023,2016-09-01 00:00:00,,,,294.8896484375,39.4,-87.875
17023,2016-09-30 18:00:00,0.0022357879206538,39.4,-87.875,,,
17023,2016-10-01 00:00:00,,,,289.24267578125,39.4,-87.875
17023,2016-10-31 18:00:00,0.0022310286294668497,39.4,-87.875,,,
17023,2016-11-01 00:00:00,,,,282.05584716796875,39.4,-87.875
17023,2016-11-30 18:00:00,0.0017995832022279,39.4,-87.875,,,
17023,2016-12-01 00:00:00,,,,272.9144287109375,39.4,-87.875
17023,2016-12-31 18:00:00,0.0027532456442713,39.4,-87.875,,,
17023,2017-01-01 00:00:00,,,,274.9757080078125,39.4,-87.875
17023,2017-01-31 18:00:00,0.0014235526323317501,39.4,-87.875,,,
17023,2017-02-01 00:00:00,,,,279.6390380859375,39.4,-87.875
17023,2017-02-28 18:00:00,0.0027948378119617,39.4,-87.875,,,
17023,2017-03-01 00:00:00,,,,280.4080810546875,39.4,-87.875
17023,2017-03-31 18:00:00,0.0054593682289123,39.4,-87.875,,,
17023,2017-04-01 00:00:00,,,,288.426513671875,39.4,-87.875
17023,2017-04-30 18:00:00,0.0057083368301390994,39.4,-87.875,,,
17023,2017-05-01 00:00:00,,,,291.1922607421875,39.4,-87.875
17023,2017-05-31 18:00:00,0.002161395503208,39.4,-87.875,,,
17023,2017-06-01 00:00:00,,,,297.0225830078125,39.4,-87.875
17023,2017-06-30 18:00:00,0.0029430508147924497,39.4,-87.875,,,
17023,2017-07-01 00:00:00,,,,298.670654296875,39.4,-87.875
17023,2017-07-31 18:00:00,0.0022638319060206,39.4,-87.875,,,
17023,2017-08-01 00:00:00,,,,295.4261474609375,39.4,-87.875
17023,2017-08-31 18:00:00,0.0010997653007507,39.4,-87.875,,,
17023,2017-09-01 00:00:00,,,,294.16485595703125,39.4,-87.875
17023,2017-09-30 18:00:00,0.00348814716562625,39.4,-87.875,,,
17023,2017-10-01 00:00:00,,,,288.1669921875,39.4,-87.875
17023,2017-10-31 18:00:00,0.0041360734030604,39.4,-87.875,,,
17023,2017-11-01 00:00:00,,,,280.09613037109375,39.4,-87.875
17023,2017-11-30 18:00:00,0.0010438738390802999,39.4,-87.875,,,
17023,2017-12-01 00:00:00,,,,272.92822265625,39.4,-87.875
17023,2017-12-31 18:00:00,0.001791494898498,39.4,-87.875,,,
17023,2018-01-01 00:00:00,,,,270.3653564453125,39.4,-87.875
17023,2018-01-31 18:00:00,0.0061941742897033,39.4,-87.875,,,
17023,2018-02-01 00:00:00,,,,275.8070068359375,39.4,-87.875
17023,2018-02-28 18:00:00,0.00474114413373165,39.4,-87.875,,,
17023,2018-03-01 00:00:00,,,,277.8055419921875,39.4,-87.875
17023,2018-03-31 18:00:00,0.0036845803260802503,39.4,-87.875,,,
17023,2018-04-01 00:00:00,,,,281.956787109375,39.4,-87.875
17023,2018-04-30 18:00:00,0.0027408599853515504,39.4,-87.875,,,
17023,2018-05-01 00:00:00,,,,296.718994140625,39.4,-87.875
17023,2018-05-31 18:00:00,0.00470789661630985,39.4,-87.875,,,
17023,2018-06-01 00:00:00,,,,298.3243408203125,39.4,-87.875
17023,2018-06-30 18:00:00,0.00259952526539555,39.4,-87.875,,,
17023,2018-07-01 00:00:00,,,,298.49261474609375,39.4,-87.875
17023,2018-07-31 18:00:00,0.005914711859077149,39.4,-87.875,,,
17023,2018-08-01 00:00:00,,,,297.4886474609375,39.4,-87.875
17023,2018-08-31 18:00:00,0.0051593899261206,39.4,-87.875,,,
17023,2018-09-01 00:00:00,,,,295.1356201171875,39.4,-87.875
17023,2018-09-30 18:00:00,0.0028242825064807497,39.4,-87.875,,,
17023,2018-10-01 00:00:00,,,,286.751953125,39.4,-87.875
17023,2018-10-31 18:00:00,0.00354861002415415,39.4,-87.875,,,
17023,2018-11-01 00:00:00,,,,276.4296875,39.4,-87.875
17023,2018-11-30 18:00:00,0.00357930641621345,39.4,-87.875,,,
17023,2018-12-01 00:00:00,,,,275.73272705078125,39.4,-87.875
17023,2018-12-31 18:00:00,0.0029898642096668,39.4,-87.875,,,
17023,2019-01-01 00:00:00,,,,271.294677734375,39.4,-87.875
17023,2019-01-31 18:00:00,0.0028393983375280497,39.4,-87.875,,,
17023,2019-02-01 00:00:00,,,,273.9312744140625,39.4,-87.875
17023,2019-02-28 18:00:00,0.00434036250226195,39.4,-87.875,,,
17023,2019-03-01 00:00:00,,,,277.197265625,39.4,-87.875
17023,2019-03-31 18:00:00,0.0051614521071314,39.4,-87.875,,,
17023,2019-04-01 00:00:00,,,,285.9801025390625,39.4,-87.875
17023,2019-04-30 18:00:00,0.0057268261443823,39.4,-87.875,,,
17023,2019-05-01 00:00:00,,,,292.0098876953125,39.4,-87.875
17023,2019-05-31 18:00:00,0.00572644453495735,39.4,-87.875,,,
17023,2019-06-01 00:00:00,,,,295.6917724609375,39.4,-87.875
17023,2019-06-30 18:00:00,0.00232713203877205,39.4,-87.875,,,
17023,2019-07-01 00:00:00,,,,299.0162353515625,39.4,-87.875
17023,2019-07-31 18:00:00,0.004341339925304,39.4,-87.875,,,
17023,2019-08-01 00:00:00,,,,296.951904296875,39.4,-87.875
17023,2019-08-31 18:00:00,0.0010360717715229,39.4,-87.875,,,
17023,2019-09-01 00:00:00,,,,296.32220458984375,39.4,-87.875
17023,2019-09-30 18:00:00,0.0046953200362622495,39.4,-87.875,,,
17023,2019-10-01 00:00:00,,,,286.79278564453125,39.4,-87.875
17023,2019-10-31 18:00:00,0.00250530219636855,39.4,-87.875,,,
17023,2019-11-01 00:00:00,,,,276.52777099609375,39.4,-87.875
17023,2019-11-30 18:00:00,0.0027343749534338496,39.4,-87.875,,,
17023,2019-12-01 00:00:00,,,,275.963623046875,39.4,-87.875
17023,2019-12-31 18:00:00,0.005345344543457,39.4,-87.875,,,
17023,2020-01-01 00:00:00,,,,274.62255859375,39.4,-87.875
17023,2020-01-31 18:00:00,0.0032557963859289503,39.4,-87.875,,,
17023,2020-02-01 00:00:00,,,,274.21630859375,39.4,-87.875
17023,2020-02-29 18:00:00,0.00380963087081905,39.4,-87.875,,,
17023,2020-03-01 00:00:00,,,,281.3970947265625,39.4,-87.875
17023,2020-03-31 18:00:00,0.0030334531329572,39.4,-87.875,,,
17023,2020-04-01 00:00:00,,,,284.3975830078125,39.4,-87.875
17023,2020-04-30 18:00:00,0.00387880182825025,39.4,-87.875,,,
17023,2020-05-01 00:00:00,,,,290.1739501953125,39.4,-87.875
17023,2020-05-31 18:00:00,0.0034408569335937,39.4,-87.875,,,
17023,2020-06-01 00:00:00,,,,297.983154296875,39.4,-87.875
17023,2020-06-30 18:00:00,0.0056327818892896,39.4,-87.875,,,
17023,2020-07-01 00:00:00,,,,299.3824462890625,39.4,-87.875
17023,2020-07-31 18:00:00,0.00099563598632805,39.4,-87.875,,,
17023,2020-08-01 00:00:00,,,,296.7134094238281,39.4,-87.875
17023,2020-08-31 18:00:00,0.0008095144294201499,39.4,-87.875,,,
17023,2020-09-01 00:00:00,,,,293.258544921875,39.4,-87.875
17023,2020-09-30 18:00:00,0.00401170249097045,39.4,-87.875,,,
17023,2020-10-01 00:00:00,,,,285.898681640625,39.4,-87.875
17023,2020-10-31 18:00:00,0.0037445304915308,39.4,-87.875,,,
17023,2020-11-01 00:00:00,,,,282.3558349609375,39.4,-87.875
17023,2020-11-30 18:00:00,0.0016832349356263499,39.4,-87.875,,,
17023,2020-12-01 00:00:00,,,,274.75732421875,39.4,-87.875
17023,2020-12-31 18:00:00,0.00242308969609435,39.4,-87.875,,,
17023,2021-01-01 00:00:00,,,,273.2332763671875,39.4,-87.875
17023,2021-01-31 18:00:00,0.00244854670017955,39.4,-87.875,,,
17023,2021-02-01 00:00:00,,,,269.788818359375,39.4,-87.875
17023,2021-02-28 18:00:00,0.0041117668151855,39.4,-87.875,,,
17023,2021-03-01 00:00:00,,,,282.1519775390625,39.4,-87.875
17023,2021-03-31 18:00:00,0.0024786114227026,39.4,-87.875,,,
17023,2021-04-01 00:00:00,,,,285.92626953125,39.4,-87.875
17023,2021-04-30 18:00:00,0.00311185116879635,39.4,-87.875,,,
17023,2021-05-01 00:00:00,,,,290.4603271484375,39.4,-87.875
17023,2021-05-31 18:00:00,0.0033445477019995,39.4,-87.875,,,
17023,2021-06-01 00:00:00,,,,298.158203125,39.4,-87.875
17023,2021-06-30 18:00:00,0.0052685020491479995,39.4,-87.875,,,
17023,2021-07-01 00:00:00,,,,297.85906982421875,39.4,-87.875
17023,2021-07-31 18:00:00,0.0034322857391089,39.4,-87.875,,,
17023,2021-08-01 00:00:00,,,,298.4754638671875,39.4,-87.875
17023,2021-08-31 18:00:00,0.0026298521552234498,39.4,-87.875,,,
17023,2021-09-01 00:00:00,,,,294.8066101074219,39.4,-87.875
17023,2021-09-30 18:00:00,0.0036729334387928,39.4,-87.875,,,
17023,2021-10-01 00:00:00,,,,289.72100830078125,39.4,-87.875
17023,2021-10-31 18:00:00,0.0013809262309223001,39.4,-87.875,,,
17023,2021-11-01 00:00:00,,,,278.50341796875,39.4,-87.875
17023,2021-11-30 18:00:00,0.0030389903113245,39.4,-87.875,,,
17023,2021-12-01 00:00:00,,,,279.1710205078125,39.4,-87.875
17023,2021-12-31 18:00:00,0.0013831614051014,39.4,-87.875,,,
17023,2022-01-01 00:00:00,,,,270.0509033203125,39.4,-87.875
17023,2022-01-31 18:00:00,0.004618441918864799,39.4,-87.875,,,
17023,2022-02-01 00:00:00,,,,272.542724609375,39.4,-87.875
17023,2022-02-28 18:00:00,0.00410327897407105,39.4,-87.875,,,
17023,2022-03-01 00:00:00,,,,280.6119384765625,39.4,-87.875
17023,2022-03-31 18:00:00,0.0040319559630006,39.4,-87.875,,,
17023,2022-04-01 00:00:00,,,,284.789306640625,39.4,-87.875
17023,2022-04-30 18:00:00,0.00466309767216435,39.4,-87.875,,,
17023,2022-05-01 00:00:00,,,,292.95654296875,39.4,-87.875
17023,2022-05-31 18:00:00,0.00131053314544255,39.4,-87.875,,,
17023,2022-06-01 00:00:00,,,,297.7391357421875,39.4,-87.875
17023,2022-06-30 18:00:00,0.0053163289558142,39.4,-87.875,,,
17023,2022-07-01 00:00:00,,,,298.688720703125,39.4,-87.875
17023,2022-07-31 18:00:00,0.0033595860004425,39.4,-87.875,,,
17023,2022-08-01 00:00:00,,,,296.9095458984375,39.4,-87.875
17023,2022-08-31 18:00:00,0.0021696090698241502,39.4,-87.875,,,
17023,2022-09-01 00:00:00,,,,293.063232421875,39.4,-87.875
17023,2022-09-30 18:00:00,0.0015470623038708999,39.4,-87.875,,,
17023,2022-10-01 00:00:00,,,,285.79071044921875,39.4,-87.875
17023,2022-10-31 18:00:00,0.0017923235427587999,39.4,-87.875,,,
17023,2022-11-01 00:00:00,,,,279.89434814453125,39.4,-87.875
17023,2022-11-30 18:00:00,0.0031782030127942,39.4,-87.875,,,
17023,2022-12-01 00:00:00,,,,273.9556884765625,39.4,-87.875
17023,2022-12-31 18:00:00,0.0032448051497340003,39.4,-87.875,,,
17023,2023-01-01 00:00:00,,,,276.0985107421875,39.4,-87.875
17023,2023-01-31 18:00:00,0.0026436983607709,39.4,-87.875,,,
17023,2023-02-01 00:00:00,,,,277.6993408203125,39.4,-87.875
17023,2023-02-28 18:00:00,0.00558869820088145,39.4,-87.875,,,
17023,2023-03-01 00:00:00,,,,279.339599609375,39.4,-87.875
17023,2023-03-31 18:00:00,0.00226003513671455,39.4,-87.875,,,
17023,2023-04-01 00:00:00,,,,286.2012939453125,39.4,-87.875
17023,2023-04-30 18:00:00,0.00112189631909125,39.4,-87.875,,,
17023,2023-05-01 00:00:00,,,,292.598388671875,39.4,-87.875
17023,2023-05-31 18:00:00,0.0023601651191711,39.4,-87.875,,,
17023,2023-06-01 00:00:00,,,,296.4111328125,39.4,-87.875
17023,2023-06-30 18:00:00,0.0040668486617504995,39.4,-87.875,,,
17023,2023-07-01 00:00:00,,,,298.1617431640625,39.4,-87.875
17023,2023-07-31 18:00:00,0.0032171010971069,39.4,-87.875,,,
17023,2023-08-01 00:00:00,,,,296.95758056640625,39.4,-87.875
17023,2023-08-31 18:00:00,0.00162144890055055,39.4,-87.875,,,
17023,2023-09-01 00:00:00,,,,293.9495544433594,39.4,-87.875
17023,2023-09-30 18:00:00,0.00257072434760625,39.4,-87.875,,,
17023,2023-10-01 00:00:00,,,,287.66229248046875,39.4,-87.875
17023,2023-10-31 18:00:00,0.00073851342312985,39.4,-87.875,,,
17023,2023-11-01 00:00:00,,,,280.66802978515625,39.4,-87.875
17023,2023-11-30 18:00:00,0.00246714940294615,39.4,-87.875,,,
17023,2023-12-01 00:00:00,,,,278.4251708984375,39.4,-87.875
17023,2023-12-31 18:00:00,0.00421255221590395,39.4,-87.875,,,
17023,2024-01-01 00:00:00,,,,271.87030029296875,39.4,-87.875
17023,2024-01-31 18:00:00,0.0006336269434541,39.4,-87.875,,,
17023,2024-02-01 00:00:00,,,,278.188720703125,39.4,-87.875
17023,2024-02-29 18:00:00,0.0025465069338679,39.4,-87.875,,,
17023,2024-03-01 00:00:00,,,,282.3555908203125,39.4,-87.875
17023,2024-03-31 18:00:00,0.00578043446876105,39.4,-87.875,,,
17023,2024-04-01 00:00:00,,,,287.042724609375,39.4,-87.875
17023,2024-04-30 18:00:00,0.00352269387803965,39.4,-87.875,,,
17023,2024-05-01 00:00:00,,,,293.4119873046875,39.4,-87.875
17023,2024-05-31 18:00:00,0.0029577196110039,39.4,-87.875,,,
17023,2024-06-01 00:00:00,,,,297.103515625,39.4,-87.875
17023,2024-06-30 18:00:00,0.00469397287815805,39.4,-87.875,,,
17023,2024-07-01 00:00:00,,,,296.9483642578125,39.4,-87.875
17023,2024-07-31 18:00:00,0.00226325984112915,39.4,-87.875,,,
17023,2024-08-01 00:00:00,,,,296.52374267578125,39.4,-87.875
17023,2024-08-31 18:00:00,0.0036257028114050002,39.4,-87.875,,,
17023,2024-09-01 00:00:00,,,,293.8773193359375,39.4,-87.875
17023,2024-09-30 18:00:00,0.00034047364897555,39.4,-87.875,,,
17023,2024-10-01 00:00:00,,,,287.86883544921875,39.4,-87.875
17023,2024-10-31 18:00:00,0.0037373423110693,39.4,-87.875,,,
17023,2024-11-01 00:00:00,,,,281.99517822265625,39.4,-87.875
17023,2024-11-30 18:00:00,0.0036235926672816,39.4,-87.875,,,
17023,2024-12-01 00:00:00,,,,275.6650390625,39.4,-87.875
17023,2024-12-31 18:00:00,0.0015268206625478,39.4,-87.875,,,
17023,2025-01-01 00:00:00,,,,268.81817626953125,39.4,-87.875
17023,2025-01-31 18:00:00,0.0016670345794409,39.4,-87.875,,,
17023,2025-02-01 00:00:00,,,,273.5240478515625,39.4,-87.875
17023,2025-02-28 18:00:00,0.0032419203780591,39.4,-87.875,,,
17023,2025-03-01 00:00:00,,,,282.79052734375,39.4,-87.875
17025,2007-12-31 18:00:00,0.00174656510353085,38.775,-88.5,,,
17025,2008-01-01 00:00:00,,,,273.139404296875,38.775,-88.5
17025,2008-01-31 18:00:00,0.00387210235930975,38.775,-88.5,,,
17025,2008-02-01 00:00:00,,,,273.5595703125,38.775,-88.5
17025,2008-02-29 18:00:00,0.00904469471424815,38.775,-88.5,,,
17025,2008-03-01 00:00:00,,,,279.8421630859375,38.775,-88.5
17025,2008-03-31 18:00:00,0.00349919777363535,38.775,-88.5,,,
17025,2008-04-01 00:00:00,,,,286.078857421875,38.775,-88.5
17025,2008-04-30 18:00:00,0.00577446212992065,38.775,-88.5,,,
17025,2008-05-01 00:00:00,,,,290.59228515625,38.775,-88.5
17025,2008-05-31 18:00:00,0.005034637171775051,38.775,-88.5,,,
17025,2008-06-01 00:00:00,,,,297.76776123046875,38.775,-88.5
17025,2008-06-30 18:00:00,0.004502284573391,38.775,-88.5,,,
17025,2008-07-01 00:00:00,,,,298.37530517578125,38.775,-88.5
17025,2008-07-31 18:00:00,0.00155124650336795,38.775,-88.5,,,
17025,2008-08-01 00:00:00,,,,296.96234130859375,38.775,-88.5
17025,2008-08-31 18:00:00,0.0026252744719385502,38.775,-88.5,,,
